"Año","Propuesta Formativa","Período","Resultado","Finales"
"2020","Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-","2020 - 2 - 11 - Febrero - Marzo","Ausente","66.0"
"2020","Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-","2020 - 2 - 11- Julio - Agosto","Ausente","162.0"
"2020","Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-","2020 - 2 - 11 - Noviembre - Diciembre","Ausente","113.0"
"2020","Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-","2020 - 2 - 11 - Turno Especial de Mayo","Ausente","22.0"
"2020","Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-","2020 - 2 - 11 - Turno Especial de Septiembre","Ausente","48.0"
"2020","Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-","2020 - 2 - 11 - Febrero - Marzo","Reprobado","4.0"
"2020","Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-","2020 - 2 - 11- Julio - Agosto","Reprobado","5.0"
"2020","Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-","2020 - 2 - 11 - Noviembre - Diciembre","Reprobado","7.0"
"2020","Doctorado en Ciencias Económicas con Mención Ciencias Empresariales","2020 - 2 - P11 - Turno Febrero 2021","Aprobado","2.0"
"2020","Doctorado en Ciencias Económicas con Mención Ciencias Empresariales","2020 - 2 - Turno Diciembre 2020-Posgrado-Facultad de Ciencias Económicas","Aprobado","2.0"
"2020","Doctorado en Ciencias Económicas con Mención Ciencias Empresariales","2020 - 2 - Turno Único 2020","Aprobado","30.0"
"2020","Doctorado en Ciencias Económicas con Mención Ciencias Empresariales","2020 - 2 - Turno Septiembre 2020","Aprobado","1.0"
"2020","Doctorado en Ciencias Económicas con Mención Ciencias Empresariales","2020 - 2 - Turno Octubre 2020","Aprobado","14.0"
"2020","Doctorado en Ciencias Económicas con Mención Ciencias Empresariales","2020 - 2 - Turno Noviembre 2020","Aprobado","6.0"
"2020","Doctorado en Ciencias Económicas con Mención en Ciencias Empresariales","2020 - 2 - Turno Único 2020","Aprobado","1.0"
"2020","Doctorado en Ciencias Económicas con Mención en Ciencias Empresariales","2020 - 2 - Turno Noviembre 2020","Aprobado","1.0"
"2020","Doctorado en Ciencias Económicas con Mención en Ciencias Empresariales","2020 - 2 - Turno Único 2020","Aprobado","1.0"
"2020","Doctorado en Ciencias Económicas con Mención en Economía","2020 - 2 - P11 - Turno Febrero 2021","Aprobado","1.0"
"2020","Doctorado en Ciencias Económicas con Mención en Economía","2020 - 2 - Turno Diciembre 2020-Posgrado-Facultad de Ciencias Económicas","Aprobado","1.0"
"2020","Doctorado en Ciencias Económicas con Mención en Economía","2020 - 2 - Turno Único 2020","Aprobado","21.0"
"2020","Doctorado en Ciencias Económicas con Mención en Economía","2020 - 2 - Turno Octubre 2020","Aprobado","3.0"
"2020","Doctorado en Ciencias Económicas con Mención en Economía","2020 - 2 - Turno Noviembre 2020","Aprobado","4.0"
"2020","Doctorado en Demografía","2020 - 2 - P11 - Turno Febrero 2021","Aprobado","62.0"
"2020","Doctorado en Demografía","2020 - 2 - Turno Diciembre 2020-Posgrado-Facultad de Ciencias Económicas","Aprobado","52.0"
"2020","Doctorado en Demografía","2020 - 2 - Turno Único 2020","Aprobado","392.0"
"2020","Doctorado en Demografía","2020 - 2 - Turno Septiembre 2020","Aprobado","4.0"
"2020","Doctorado en Demografía","2020 - 2 - Turno Octubre 2020","Aprobado","1.0"
"2020","Doctorado en Demografía","2020 - 2 - Turno Noviembre 2020","Aprobado","24.0"
"2020","Doctorado en Demografía","2020 - 2 - P11 - Turno Febrero 2021","Ausente","1.0"
"2020","Doctorado en Demografía","2020 - 2 - Turno Único 2020","Ausente","1.0"
"2020","Especialización en Contabilidad Superior y Auditoría","2020 - 2 - P11 - Turno Febrero 2021","Aprobado","4.0"
"2020","Especialización en Contabilidad Superior y Auditoría","2020 - 2 - Turno Diciembre 2020-Posgrado-Facultad de Ciencias Económicas","Aprobado","54.0"
"2020","Especialización en Contabilidad Superior y Auditoría","2020 - 2 - Turno Único 2020","Aprobado","96.0"
"2020","Especialización en Contabilidad Superior y Auditoría","2020 - 2 - Turno Septiembre 2020","Aprobado","98.0"
"2020","Especialización en Contabilidad Superior y Auditoría","2020 - 2 - Turno Octubre 2020","Aprobado","66.0"
"2020","Especialización en Contabilidad Superior y Auditoría","2020 - 2 - Turno Noviembre 2020","Aprobado","57.0"
"2020","Especialización en Contabilidad Superior y Auditoría","2020 - 2 - Turno Diciembre 2020-Posgrado-Facultad de Ciencias Económicas","Ausente","17.0"
"2020","Especialización en Contabilidad Superior y Auditoría","2020 - 2 - Turno Único 2020","Ausente","3.0"
"2020","Especialización en Contabilidad Superior y Auditoría","2020 - 2 - Turno Septiembre 2020","Ausente","2.0"
"2020","Especialización en Contabilidad Superior y Auditoría","2020 - 2 - Turno Noviembre 2020","Ausente","2.0"
"2020","Especialización en Contabilidad Superior y Auditoría","2020 - 2 - P11 - Turno Febrero 2021","Reprobado","1.0"
"2020","Especialización en Contabilidad Superior y Auditoría","2020 - 2 - Turno Diciembre 2020-Posgrado-Facultad de Ciencias Económicas","Reprobado","1.0"
"2020","Especialización en Derecho del Trabajo y de la Seguridad Social","2020 - 2 - P11 - Turno Febrero 2021","Aprobado","1.0"
"2020","Especialización en Derecho del Trabajo y de la Seguridad Social","2020 - 2 - Turno Diciembre 2020-Posgrado-Facultad de Ciencias Económicas","Aprobado","17.0"
"2020","Especialización en Derecho del Trabajo y de la Seguridad Social","2020 - 2 - Turno Único 2020","Aprobado","19.0"
"2020","Especialización en Derecho del Trabajo y de la Seguridad Social","2020 - 2 - Turno Octubre 2020","Aprobado","19.0"
"2020","Especialización en Gestión de Tecnologías Innovadoras","2020 - 2 - Turno Diciembre 2020-Posgrado-Facultad de Ciencias Económicas","Aprobado","53.0"
"2020","Especialización en Gestión de Tecnologías Innovadoras","2020 - 2 - Turno Único 2020","Aprobado","1.0"
"2020","Especialización en Gestión de Tecnologías Innovadoras","2020 - 2 - Turno Septiembre 2020","Aprobado","37.0"
"2020","Especialización en Gestión de Tecnologías Innovadoras","2020 - 2 - Turno Octubre 2020","Aprobado","58.0"
"2020","Especialización en Gestión de Tecnologías Innovadoras","2020 - 2 - Turno Noviembre 2020","Aprobado","14.0"
"2020","Especialización en Gestión de Tecnologías Innovadoras","2020 - 2 - Turno Octubre 2020","Ausente","22.0"
"2020","Especialización en Gestión de Tecnologías Innovadoras","2020 - 2 - Turno Noviembre 2020","Ausente","12.0"
"2020","Especialización en Sindicatura Concursal","2020 - 2 - P11 - Turno Febrero 2021","Aprobado","4.0"
"2020","Especialización en Sindicatura Concursal","2020 - 2 - Turno Diciembre 2020-Posgrado-Facultad de Ciencias Económicas","Aprobado","1.0"
"2020","Especialización en Sindicatura Concursal","2020 - 2 - Turno Único 2020","Aprobado","25.0"
"2020","Especialización en Sindicatura Concursal","2020 - 2 - Turno Septiembre 2020","Aprobado","7.0"
"2020","Especialización en Sindicatura Concursal","2020 - 2 - Turno Noviembre 2020","Aprobado","2.0"
"2020","Especialización en Tributación","2020 - 2 - P11 - Turno Febrero 2021","Aprobado","2.0"
"2020","Especialización en Tributación","2020 - 2 - Turno Diciembre 2020-Posgrado-Facultad de Ciencias Económicas","Aprobado","43.0"
"2020","Especialización en Tributación","2020 - 2 - Turno Único 2020","Aprobado","66.0"
"2020","Especialización en Tributación","2020 - 2 - Turno Septiembre 2020","Aprobado","29.0"
"2020","Especialización en Tributación","2020 - 2 - Turno Octubre 2020","Aprobado","22.0"
"2020","Especialización en Tributación","2020 - 2 - Turno Noviembre 2020","Aprobado","7.0"
"2020","Especialización en Tributación","2020 - 2 - Turno Único 2020","Ausente","8.0"
"2020","Especialización en Tributación","2020 - 2 - Turno Septiembre 2020","Ausente","4.0"
"2020","Especialización en Tributación","2020 - 2 - Turno Octubre 2020","Ausente","2.0"
"2020","Especialización en Tributación","2020 - 2 - Turno Septiembre 2020","Reprobado","3.0"
"2020","Maestría en Comercio Internacional","2020 - 2 - Turno Diciembre 2020-Posgrado-Facultad de Ciencias Económicas","Aprobado","25.0"
"2020","Maestría en Comercio Internacional","2020 - 2 - Turno Único 2020","Aprobado","46.0"
"2020","Maestría en Comercio Internacional","2020 - 2 - Turno Septiembre 2020","Aprobado","22.0"
"2020","Maestría en Comercio Internacional","2020 - 2 - Turno Noviembre 2020","Aprobado","21.0"
"2020","Maestría en Comercio Internacional","2020 - 2 - Turno Diciembre 2020-Posgrado-Facultad de Ciencias Económicas","Ausente","1.0"
"2020","Maestría en Comercio Internacional","2020 - 2 - Turno Único 2020","Ausente","1.0"
"2020","Maestría en Comercio Internacional","2020 - 2 - Turno Octubre 2020","Ausente","5.0"
"2020","Maestría en Comercio Internacional","2020 - 2 - Turno Noviembre 2020","Ausente","8.0"
"2020","Maestría en Comercio Internacional","2020 - 2 - Turno Diciembre 2020-Posgrado-Facultad de Ciencias Económicas","Reprobado","2.0"
"2020","Maestría en Dirección de Negocios","2020 - 2 - P11 - Turno Febrero 2021","Aprobado","72.0"
"2020","Maestría en Dirección de Negocios","2020 - 2 - Turno Diciembre 2020-Posgrado-Facultad de Ciencias Económicas","Aprobado","114.0"
"2020","Maestría en Dirección de Negocios","2020 - 2 - Turno Único 2020","Aprobado","277.0"
"2020","Maestría en Dirección de Negocios","2020 - 2 - Turno Septiembre 2020","Aprobado","157.0"
"2020","Maestría en Dirección de Negocios","2020 - 2 - Turno Octubre 2020","Aprobado","87.0"
"2020","Maestría en Dirección de Negocios","2020 - 2 - Turno Noviembre 2020","Aprobado","158.0"
"2020","Maestría en Dirección de Negocios","2020 - 2 - P11 - Turno Febrero 2021","Ausente","2.0"
"2020","Maestría en Dirección de Negocios","2020 - 2 - Turno Único 2020","Ausente","2.0"
"2020","Maestría en Dirección de Negocios","2020 - 2 - Turno Noviembre 2020","Ausente","1.0"
"2020","Maestría en Dirección de Negocios","2020 - 2 - Turno Diciembre 2020-Posgrado-Facultad de Ciencias Económicas","Reprobado","2.0"
"2020","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2020 - 2 - P11 - Turno Febrero 2021","Aprobado","6.0"
"2020","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2020 - 2 - Turno Diciembre 2020-Posgrado-Facultad de Ciencias Económicas","Aprobado","30.0"
"2020","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2020 - 2 - Turno Único 2020","Aprobado","72.0"
"2020","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2020 - 2 - Turno Septiembre 2020","Aprobado","15.0"
"2020","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2020 - 2 - Turno Octubre 2020","Aprobado","28.0"
"2020","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2020 - 2 - Turno Noviembre 2020","Aprobado","34.0"
"2020","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2020 - 2 - P11 - Turno Febrero 2021","Ausente","1.0"
"2020","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2020 - 2 - Turno Único 2020","Ausente","3.0"
"2020","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2020 - 2 - Turno Septiembre 2020","Ausente","2.0"
"2020","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2020 - 2 - Turno Octubre 2020","Ausente","2.0"
"2020","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2020 - 2 - Turno Diciembre 2020-Posgrado-Facultad de Ciencias Económicas","Reprobado","2.0"
"2020","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2020 - 2 - Turno Único 2020","Reprobado","1.0"
"2020","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2020 - 2 - Turno Septiembre 2020","Reprobado","1.0"
"2020","Maestría en Estadística Aplicada","2020 - 2 - Turno Diciembre 2020-Posgrado-Facultad de Ciencias Económicas","Aprobado","11.0"
"2020","Maestría en Estadística Aplicada","2020 - 2 - Turno Único 2020","Aprobado","132.0"
"2020","Maestría en Estadística Aplicada","2020 - 2 - Turno Septiembre 2020","Aprobado","26.0"
"2020","Maestría en Estadística Aplicada","2020 - 2 - Turno Octubre 2020","Aprobado","1.0"
"2020","Maestría en Estadística Aplicada","2020 - 2 - Turno Noviembre 2020","Aprobado","8.0"
"2020","Maestría en Estadística Aplicada","2020 - 2 - Turno Diciembre 2020-Posgrado-Facultad de Ciencias Económicas","Ausente","4.0"
"2020","Maestría en Estadística Aplicada","2020 - 2 - Turno Único 2020","Ausente","19.0"
"2020","Maestría en Estadística Aplicada","2020 - 2 - Turno Septiembre 2020","Ausente","5.0"
"2020","Maestría en Estadística Aplicada","2020 - 2 - Turno Noviembre 2020","Ausente","1.0"
"2020","Maestría en Estadística Aplicada","2020 - 2 - Turno Septiembre 2020","VACIO/NULO","1.0"
"2020","VOCACIONALES POSGRADO","2020 - 2 - Turno Único 2020","Aprobado","4.0"
"2020","VOCACIONALES POSGRADO","2020 - 2 - Turno Noviembre 2020","Aprobado","2.0"
"2020","VOCACIONALES POSGRADO","2020 - 2 - Turno Diciembre 2020-Posgrado-Facultad de Ciencias Económicas","Ausente","1.0"
"2020","VOCACIONALES POSGRADO","2020 - 2 - Turno Único 2020","Ausente","1.0"
"2020","11-Bachiller Universitario en Ciencias Sociales","2020 - 2 - 11 - Febrero - Marzo","Aprobado","1.0"
"2020","11-Bachiller Universitario en Ciencias Sociales","2020 - 2 - 11- Julio - Agosto","Aprobado","2.0"
"2020","11-Bachiller Universitario en Ciencias Sociales","2020 - 2 - 11 - Noviembre - Diciembre","Aprobado","1.0"
"2020","11-Bachiller Universitario en Ciencias Sociales","2020 - 2 - 11 - Turno Especial de Mayo","Aprobado","2.0"
"2020","11-Bachiller Universitario en Ciencias Sociales","2020 - 2 - 11- Julio - Agosto","Ausente","4.0"
"2020","11-Bachiller Universitario en Ciencias Sociales","2020 - 2 - 11 - Turno Especial de Mayo","Ausente","3.0"
"2020","11-Bachiller Universitario en Ciencias Sociales","2020 - 2 - 11 - Turno Especial de Septiembre","Ausente","1.0"
"2020","11-Bachiller Universitario en Ciencias Sociales","2020 - 2 - 11 - Turno Especial de Mayo","Reprobado","1.0"
"2020","Tecnicatura en Gestión Universitaria - Modalidad a Distancia -","2020 - 2 - 11 - Febrero - Marzo","Aprobado","7.0"
"2020","Tecnicatura en Gestión Universitaria - Modalidad a Distancia -","2020 - 2 - 11- Julio - Agosto","Aprobado","11.0"
"2020","Tecnicatura en Gestión Universitaria - Modalidad a Distancia -","2020 - 2 - 11 - Noviembre - Diciembre","Aprobado","9.0"
"2020","Tecnicatura en Gestión Universitaria - Modalidad a Distancia -","2020 - 2 - 11 - Febrero - Marzo","Ausente","6.0"
"2020","Tecnicatura en Gestión Universitaria - Modalidad a Distancia -","2020 - 2 - 11- Julio - Agosto","Ausente","2.0"
"2020","Tecnicatura en Gestión Universitaria - Modalidad a Distancia -","2020 - 2 - 11 - Noviembre - Diciembre","Ausente","11.0"
"2020","11-ALUMNOS INTERNACIONALES","2020 - 2 - 11- Julio - Agosto","Aprobado","17.0"
"2020","11-ALUMNOS INTERNACIONALES","2020 - 2 - 11 - Noviembre - Diciembre","Aprobado","1.0"
"2020","11-ALUMNOS INTERNACIONALES","2020 - 2 - 11 - Turno Especial de Mayo","Aprobado","2.0"
"2020","11-ALUMNOS INTERNACIONALES","2020 - 2 - 11 - Turno Especial de Septiembre","Aprobado","1.0"
"2020","11-ALUMNOS INTERNACIONALES","2020 - 2 - 11- Julio - Agosto","Ausente","10.0"
"2020","11-ALUMNOS INTERNACIONALES","2020 - 2 - 11 - Turno Especial de Mayo","Ausente","1.0"
"2020","11-ALUMNOS INTERNACIONALES","2020 - 2 - 11- Julio - Agosto","Reprobado","3.0"
"2020","11-ALUMNOS INTERNACIONALES","2020 - 2 - 11 - Turno Especial de Septiembre","Reprobado","1.0"
"2020","11-VOCACIONALES","2020 - 2 - 11 - Noviembre - Diciembre","Aprobado","1.0"
"2020","11-VOCACIONALES","2020 - 2 - 11 - Febrero - Marzo","Ausente","1.0"
"2020","11-VOCACIONALES","2020 - 2 - 11 - Noviembre - Diciembre","Ausente","1.0"
"2021","Ciencias Económicas","2021 - 2 - 11 - Nivelación","Aprobado","3388.0"
"2021","Ciencias Económicas","2021 - 2 - 11 - Julio - Agosto","Aprobado","3344.0"
"2021","Ciencias Económicas","2021 - 2 - 11 - Noviembre Diciembre 2021","Aprobado","2058.0"
"2021","Ciencias Económicas","2021 - 2 - 11 - Julio - Agosto","Ausente","2426.0"
"2021","Ciencias Económicas","2021 - 2 - 11 - Noviembre Diciembre 2021","Ausente","1806.0"
"2021","Ciencias Económicas","2021 - 2 - 11 - Nivelación","Reprobado","1226.0"
"2021","Ciencias Económicas","2021 - 2 - 11 - Julio - Agosto","Reprobado","2324.0"
"2021","Ciencias Económicas","2021 - 2 - 11 - Noviembre Diciembre 2021","Reprobado","1741.0"
"2021","Ciencias Económicas","2021 - 2 - 11 - Noviembre Diciembre 2021","VACIO/NULO","100.0"
"2021","Contador Público","2021 - 2 - 11 - Nivelación","Aprobado","12.0"
"2021","Contador Público","2021 - 2 - 11 - Julio - Agosto","Aprobado","6732.0"
"2021","Contador Público","2021 - 2 - 11 - Turno Especial de Mayo","Aprobado","663.0"
"2021","Contador Público","2021 - 2 - 11 - Turno Especial de Septiembre","Aprobado","667.0"
"2021","Contador Público","2021 - 2 - 11 - Noviembre Diciembre 2021","Aprobado","4663.0"
"2021","Contador Público","2021 - 2 - 11 - Julio - Agosto","Ausente","7541.0"
"2021","Contador Público","2021 - 2 - 11 - Turno Especial de Mayo","Ausente","1553.0"
"2021","Contador Público","2021 - 2 - 11 - Turno Especial de Septiembre","Ausente","1025.0"
"2021","Contador Público","2021 - 2 - 11 - Noviembre Diciembre 2021","Ausente","6105.0"
"2021","Contador Público","2021 - 2 - 11 - Nivelación","Reprobado","8.0"
"2021","Contador Público","2021 - 2 - 11 - Julio - Agosto","Reprobado","3903.0"
"2021","Contador Público","2021 - 2 - 11 - Turno Especial de Mayo","Reprobado","451.0"
"2021","Contador Público","2021 - 2 - 11 - Turno Especial de Septiembre","Reprobado","508.0"
"2021","Contador Público","2021 - 2 - 11 - Noviembre Diciembre 2021","Reprobado","2872.0"
"2021","Contador Público","2021 - 2 - 11 - Noviembre Diciembre 2021","VACIO/NULO","733.0"
"2021","Licenciatura en Administración","2021 - 2 - 11 - Nivelación","Aprobado","3.0"
"2021","Licenciatura en Administración","2021 - 2 - 11 - Julio - Agosto","Aprobado","2017.0"
"2021","Licenciatura en Administración","2021 - 2 - 11 - Turno Especial de Mayo","Aprobado","148.0"
"2021","Licenciatura en Administración","2021 - 2 - 11 - Turno Especial de Septiembre","Aprobado","163.0"
"2021","Licenciatura en Administración","2021 - 2 - 11 - Noviembre Diciembre 2021","Aprobado","1400.0"
"2021","Licenciatura en Administración","2021 - 2 - 11 - Julio - Agosto","Ausente","1834.0"
"2021","Licenciatura en Administración","2021 - 2 - 11 - Turno Especial de Mayo","Ausente","258.0"
"2021","Licenciatura en Administración","2021 - 2 - 11 - Turno Especial de Septiembre","Ausente","210.0"
"2021","Licenciatura en Administración","2021 - 2 - 11 - Noviembre Diciembre 2021","Ausente","1514.0"
"2021","Licenciatura en Administración","2021 - 2 - 11 - Nivelación","Reprobado","3.0"
"2021","Licenciatura en Administración","2021 - 2 - 11 - Julio - Agosto","Reprobado","1032.0"
"2021","Licenciatura en Administración","2021 - 2 - 11 - Turno Especial de Mayo","Reprobado","62.0"
"2021","Licenciatura en Administración","2021 - 2 - 11 - Turno Especial de Septiembre","Reprobado","88.0"
"2021","Licenciatura en Administración","2021 - 2 - 11 - Noviembre Diciembre 2021","Reprobado","673.0"
"2021","Licenciatura en Administración","2021 - 2 - 11 - Noviembre Diciembre 2021","VACIO/NULO","141.0"
"2021","Licenciatura en Economía","2021 - 2 - 11 - Julio - Agosto","Aprobado","893.0"
"2021","Licenciatura en Economía","2021 - 2 - 11 - Turno Especial de Mayo","Aprobado","58.0"
"2021","Licenciatura en Economía","2021 - 2 - 11 - Turno Especial de Septiembre","Aprobado","75.0"
"2021","Licenciatura en Economía","2021 - 2 - 11 - Noviembre Diciembre 2021","Aprobado","656.0"
"2021","Licenciatura en Economía","2021 - 2 - 11 - Julio - Agosto","Ausente","602.0"
"2021","Licenciatura en Economía","2021 - 2 - 11 - Turno Especial de Mayo","Ausente","49.0"
"2021","Licenciatura en Economía","2021 - 2 - 11 - Turno Especial de Septiembre","Ausente","56.0"
"2021","Licenciatura en Economía","2021 - 2 - 11 - Noviembre Diciembre 2021","Ausente","555.0"
"2021","Licenciatura en Economía","2021 - 2 - 11 - Julio - Agosto","Reprobado","264.0"
"2021","Licenciatura en Economía","2021 - 2 - 11 - Turno Especial de Mayo","Reprobado","7.0"
"2021","Licenciatura en Economía","2021 - 2 - 11 - Turno Especial de Septiembre","Reprobado","11.0"
"2021","Licenciatura en Economía","2021 - 2 - 11 - Noviembre Diciembre 2021","Reprobado","212.0"
"2021","Licenciatura en Economía","2021 - 2 - 11 - Noviembre Diciembre 2021","VACIO/NULO","17.0"
"2021","Licenciatura en Gestión Universitaria","2021 - 2 - 11 - Julio - Agosto","Aprobado","195.0"
"2021","Licenciatura en Gestión Universitaria","2021 - 2 - 11 - Noviembre Diciembre 2021","Aprobado","342.0"
"2021","Licenciatura en Gestión Universitaria","2021 - 2 - 11 - Julio - Agosto","Ausente","34.0"
"2021","Licenciatura en Gestión Universitaria","2021 - 2 - 11 - Noviembre Diciembre 2021","Ausente","80.0"
"2021","Licenciatura en Gestión Universitaria","2021 - 2 - 11 - Julio - Agosto","Reprobado","27.0"
"2021","Licenciatura en Gestión Universitaria","2021 - 2 - 11 - Noviembre Diciembre 2021","Reprobado","36.0"
"2021","Licenciatura en Gestión Universitaria","2021 - 2 - 11 - Noviembre Diciembre 2021","VACIO/NULO","14.0"
"2021","Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-","2021 - 2 - 11 - Julio - Agosto","Aprobado","344.0"
"2021","Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-","2021 - 2 - 11 - Turno Especial de Mayo","Aprobado","21.0"
"2021","Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-","2021 - 2 - 11 - Turno Especial de Septiembre","Aprobado","30.0"
"2021","Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-","2021 - 2 - 11 - Noviembre Diciembre 2021","Aprobado","224.0"
