"Tipo Propuesta Formativa","Propuesta Formativa","Año","Período","Resultado","Finales"
"Posgrado","Maestría en Comercio Internacional","2019","2019 - 2 - 2019","Aprobado","50.0"
"Posgrado","Maestría en Comercio Internacional","2019","2019 - 2 - Turno Único 2019","Aprobado","87.0"
"Posgrado","Maestría en Comercio Internacional","2019","2019 - 2 - 2019","Ausente","2.0"
"Posgrado","Maestría en Comercio Internacional","2019","2019 - 2 - Turno Único 2019","Ausente","3.0"
"Posgrado","Maestría en Comercio Internacional","2020","2020 - 2 - Turno Diciembre 2020-Posgrado-Facultad de Ciencias Económicas","Aprobado","25.0"
"Posgrado","Maestría en Comercio Internacional","2020","2020 - 2 - Turno Único 2020","Aprobado","46.0"
"Posgrado","Maestría en Comercio Internacional","2020","2020 - 2 - Turno Septiembre 2020","Aprobado","22.0"
"Posgrado","Maestría en Comercio Internacional","2020","2020 - 2 - Turno Noviembre 2020","Aprobado","21.0"
"Posgrado","Maestría en Comercio Internacional","2020","2020 - 2 - Turno Diciembre 2020-Posgrado-Facultad de Ciencias Económicas","Ausente","1.0"
"Posgrado","Maestría en Comercio Internacional","2020","2020 - 2 - Turno Único 2020","Ausente","1.0"
"Posgrado","Maestría en Comercio Internacional","2020","2020 - 2 - Turno Octubre 2020","Ausente","5.0"
"Posgrado","Maestría en Comercio Internacional","2020","2020 - 2 - Turno Noviembre 2020","Ausente","8.0"
"Posgrado","Maestría en Comercio Internacional","2020","2020 - 2 - Turno Diciembre 2020-Posgrado-Facultad de Ciencias Económicas","Reprobado","2.0"
"Posgrado","Maestría en Comercio Internacional","2021","2021 - 2 - P11 - Turno Marzo 2021","Aprobado","25.0"
"Posgrado","Maestría en Comercio Internacional","2021","2021 - 2 - P11 - Turno Junio 2021","Aprobado","18.0"
"Posgrado","Maestría en Comercio Internacional","2021","2021 - 2 - P11 - Turno Septiembre 2021 - Posgrado de Ciencias Económicas","Aprobado","16.0"
"Posgrado","Maestría en Comercio Internacional","2021","2021 - 2 - P11 - Turno Julio 2021","Aprobado","1.0"
"Posgrado","Maestría en Comercio Internacional","2021","2021 - 2 - P11 - Turno Agosto 2021","Aprobado","25.0"
"Posgrado","Maestría en Comercio Internacional","2021","2021 - 2 - P11 - Turno Noviembre 2021","Aprobado","52.0"
"Posgrado","Maestría en Comercio Internacional","2021","2021 - 2 - P11 - Turno Diciembre 2021","Aprobado","13.0"
"Posgrado","Maestría en Comercio Internacional","2021","2021 - 2 - P11 - Turno Junio 2021","Ausente","1.0"
"Posgrado","Maestría en Comercio Internacional","2021","2021 - 2 - P11 - Turno Julio 2021","Ausente","2.0"
"Posgrado","Maestría en Comercio Internacional","2021","2021 - 2 - P11 - Turno Junio 2021","Reprobado","2.0"
"Posgrado","Maestría en Comercio Internacional","2021","2021 - 2 - P11 - Turno Julio 2021","Reprobado","2.0"
"Posgrado","Maestría en Comercio Internacional","2021","2021 - 2 - P11 - Turno Octubre 2021","VACIO/NULO","38.0"
"Posgrado","Maestría en Comercio Internacional","2021","2021 - 2 - P11 - Turno Diciembre 2021","VACIO/NULO","1.0"
"Posgrado","Maestría en Dirección de Negocios","2019","2019 - 2 - 2019","Aprobado","609.0"
"Posgrado","Maestría en Dirección de Negocios","2019","2019 - 2 - Turno Único 2019","Aprobado","41.0"
"Posgrado","Maestría en Dirección de Negocios","2019","2019 - 2 - 2019","Ausente","37.0"
"Posgrado","Maestría en Dirección de Negocios","2019","2019 - 2 - Turno Único 2019","Ausente","3.0"
"Posgrado","Maestría en Dirección de Negocios","2020","2020 - 2 - P11 - Turno Febrero 2021","Aprobado","72.0"
"Posgrado","Maestría en Dirección de Negocios","2020","2020 - 2 - Turno Diciembre 2020-Posgrado-Facultad de Ciencias Económicas","Aprobado","114.0"
"Posgrado","Maestría en Dirección de Negocios","2020","2020 - 2 - Turno Único 2020","Aprobado","277.0"
"Posgrado","Maestría en Dirección de Negocios","2020","2020 - 2 - Turno Septiembre 2020","Aprobado","157.0"
"Posgrado","Maestría en Dirección de Negocios","2020","2020 - 2 - Turno Octubre 2020","Aprobado","87.0"
"Posgrado","Maestría en Dirección de Negocios","2020","2020 - 2 - Turno Noviembre 2020","Aprobado","158.0"
"Posgrado","Maestría en Dirección de Negocios","2020","2020 - 2 - P11 - Turno Febrero 2021","Ausente","2.0"
"Posgrado","Maestría en Dirección de Negocios","2020","2020 - 2 - Turno Único 2020","Ausente","2.0"
"Posgrado","Maestría en Dirección de Negocios","2020","2020 - 2 - Turno Noviembre 2020","Ausente","1.0"
"Posgrado","Maestría en Dirección de Negocios","2020","2020 - 2 - Turno Diciembre 2020-Posgrado-Facultad de Ciencias Económicas","Reprobado","2.0"
"Posgrado","Maestría en Dirección de Negocios","2021","2021 - 2 - P11 - Turno Marzo 2021","Aprobado","1.0"
"Posgrado","Maestría en Dirección de Negocios","2021","2021 - 2 - P11 - Turno Junio 2021","Aprobado","59.0"
"Posgrado","Maestría en Dirección de Negocios","2021","2021 - 2 - P11 - Turno Septiembre 2021 - Posgrado de Ciencias Económicas","Aprobado","112.0"
"Posgrado","Maestría en Dirección de Negocios","2021","2021 - 2 - P11 - Turno Julio 2021","Aprobado","103.0"
"Posgrado","Maestría en Dirección de Negocios","2021","2021 - 2 - P11 - Turno Agosto 2021","Aprobado","14.0"
"Posgrado","Maestría en Dirección de Negocios","2021","2021 - 2 - P11 - Turno Octubre 2021","Aprobado","57.0"
"Posgrado","Maestría en Dirección de Negocios","2021","2021 - 2 - P11 - Turno Mayo 2021-Posgrado Ciencias Económicas","Aprobado","41.0"
"Posgrado","Maestría en Dirección de Negocios","2021","2021 - 2 - P11 - Turno Noviembre 2021","Aprobado","29.0"
"Posgrado","Maestría en Dirección de Negocios","2021","2021 - 2 - P11 - Turno Diciembre 2021","Aprobado","32.0"
"Posgrado","Maestría en Dirección de Negocios","2021","2021 - 2 - P11 - Turno Septiembre 2021 - Posgrado de Ciencias Económicas","Ausente","7.0"
"Posgrado","Maestría en Dirección de Negocios","2021","2021 - 2 - P11 - Turno Julio 2021","Ausente","1.0"
"Posgrado","Maestría en Dirección de Negocios","2021","2021 - 2 - P11 - Turno Agosto 2021","Ausente","14.0"
"Posgrado","Maestría en Dirección de Negocios","2021","2021 - 2 - P11 - Turno Octubre 2021","Ausente","1.0"
"Posgrado","Maestría en Dirección de Negocios","2021","2021 - 2 - P11 - Turno Noviembre 2021","Ausente","1.0"
"Posgrado","Maestría en Dirección de Negocios","2021","2021 - 2 - P11 - Turno Diciembre 2021","Ausente","3.0"
"Posgrado","Maestría en Dirección de Negocios","2021","2021 - 2 - P11 - Turno Octubre 2021","VACIO/NULO","61.0"
"Posgrado","Maestría en Dirección de Negocios","2021","2021 - 2 - P11 - Turno Diciembre 2021","VACIO/NULO","98.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2019","2019 - 2 - 2019","Aprobado","132.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2019","2019 - 2 - Turno Único 2019","Aprobado","69.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2019","2019 - 2 - 2019","Ausente","43.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2019","2019 - 2 - Turno Único 2019","Ausente","3.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2019","2019 - 2 - 2019","Reprobado","6.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2020","2020 - 2 - P11 - Turno Febrero 2021","Aprobado","6.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2020","2020 - 2 - Turno Diciembre 2020-Posgrado-Facultad de Ciencias Económicas","Aprobado","30.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2020","2020 - 2 - Turno Único 2020","Aprobado","72.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2020","2020 - 2 - Turno Septiembre 2020","Aprobado","15.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2020","2020 - 2 - Turno Octubre 2020","Aprobado","28.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2020","2020 - 2 - Turno Noviembre 2020","Aprobado","34.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2020","2020 - 2 - P11 - Turno Febrero 2021","Ausente","1.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2020","2020 - 2 - Turno Único 2020","Ausente","3.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2020","2020 - 2 - Turno Septiembre 2020","Ausente","2.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2020","2020 - 2 - Turno Octubre 2020","Ausente","2.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2020","2020 - 2 - Turno Diciembre 2020-Posgrado-Facultad de Ciencias Económicas","Reprobado","2.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2020","2020 - 2 - Turno Único 2020","Reprobado","1.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2020","2020 - 2 - Turno Septiembre 2020","Reprobado","1.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021","2021 - 2 - P11 - Turno Abril 2021","Aprobado","17.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021","2021 - 2 - P11 - Turno Marzo 2021","Aprobado","8.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021","2021 - 2 - P11 - Turno Junio 2021","Aprobado","8.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021","2021 - 2 - P11 - Turno Septiembre 2021 - Posgrado de Ciencias Económicas","Aprobado","3.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021","2021 - 2 - P11 - Turno Julio 2021","Aprobado","34.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021","2021 - 2 - P11 - Turno Agosto 2021","Aprobado","31.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021","2021 - 2 - P11 - Turno Octubre 2021","Aprobado","5.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021","2021 - 2 - P11 - Turno Mayo 2021-Posgrado Ciencias Económicas","Aprobado","27.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021","2021 - 2 - P11 - Turno Noviembre 2021","Aprobado","3.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021","2021 - 2 - P11 - Turno Diciembre 2021","Aprobado","19.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021","2021 - 2 - P11 - Turno Abril 2021","Ausente","2.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021","2021 - 2 - P11 - Turno Marzo 2021","Ausente","2.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021","2021 - 2 - P11 - Turno Junio 2021","Ausente","2.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021","2021 - 2 - P11 - Turno Septiembre 2021 - Posgrado de Ciencias Económicas","Ausente","2.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021","2021 - 2 - P11 - Turno Julio 2021","Ausente","3.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021","2021 - 2 - P11 - Turno Agosto 2021","Ausente","16.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021","2021 - 2 - P11 - Turno Octubre 2021","Ausente","14.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021","2021 - 2 - P11 - Turno Mayo 2021-Posgrado Ciencias Económicas","Ausente","2.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021","2021 - 2 - P11 - Turno Noviembre 2021","Ausente","3.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021","2021 - 2 - P11 - Turno Diciembre 2021","Ausente","2.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021","2021 - 2 - P11 - Turno Mayo 2021-Posgrado Ciencias Económicas","Reprobado","7.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021","2021 - 2 - P11 - Turno Diciembre 2021","Reprobado","2.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021","2021 - 2 - P11 - Turno Julio 2021","VACIO/NULO","16.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021","2021 - 2 - P11 - Turno Noviembre 2021","VACIO/NULO","14.0"
"Posgrado","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021","2021 - 2 - P11 - Turno Diciembre 2021","VACIO/NULO","16.0"
"Posgrado","Maestría en Estadística Aplicada","2019","2019 - 2 - 2019","Aprobado","52.0"
"Posgrado","Maestría en Estadística Aplicada","2019","2019 - 2 - Turno Único 2019","Aprobado","62.0"
"Posgrado","Maestría en Estadística Aplicada","2019","2019 - 2 - 2019","Ausente","10.0"
"Posgrado","Maestría en Estadística Aplicada","2019","2019 - 2 - Turno Único 2019","Ausente","15.0"
"Posgrado","Maestría en Estadística Aplicada","2020","2020 - 2 - Turno Diciembre 2020-Posgrado-Facultad de Ciencias Económicas","Aprobado","11.0"
"Posgrado","Maestría en Estadística Aplicada","2020","2020 - 2 - Turno Único 2020","Aprobado","132.0"
"Posgrado","Maestría en Estadística Aplicada","2020","2020 - 2 - Turno Septiembre 2020","Aprobado","26.0"
"Posgrado","Maestría en Estadística Aplicada","2020","2020 - 2 - Turno Octubre 2020","Aprobado","1.0"
"Posgrado","Maestría en Estadística Aplicada","2020","2020 - 2 - Turno Noviembre 2020","Aprobado","8.0"
"Posgrado","Maestría en Estadística Aplicada","2020","2020 - 2 - Turno Diciembre 2020-Posgrado-Facultad de Ciencias Económicas","Ausente","4.0"
"Posgrado","Maestría en Estadística Aplicada","2020","2020 - 2 - Turno Único 2020","Ausente","19.0"
"Posgrado","Maestría en Estadística Aplicada","2020","2020 - 2 - Turno Septiembre 2020","Ausente","5.0"
"Posgrado","Maestría en Estadística Aplicada","2020","2020 - 2 - Turno Noviembre 2020","Ausente","1.0"
"Posgrado","Maestría en Estadística Aplicada","2020","2020 - 2 - Turno Septiembre 2020","VACIO/NULO","1.0"
"Posgrado","Maestría en Estadística Aplicada","2021","2021 - 2 - P11 - Turno Abril 2021","Aprobado","5.0"
"Posgrado","Maestría en Estadística Aplicada","2021","2021 - 2 - P11 - Turno Marzo 2021","Aprobado","9.0"
"Posgrado","Maestría en Estadística Aplicada","2021","2021 - 2 - P11 - Turno Junio 2021","Aprobado","29.0"
"Posgrado","Maestría en Estadística Aplicada","2021","2021 - 2 - P11 - Turno Septiembre 2021 - Posgrado de Ciencias Económicas","Aprobado","16.0"
"Posgrado","Maestría en Estadística Aplicada","2021","2021 - 2 - P11 - Turno Julio 2021","Aprobado","3.0"
"Posgrado","Maestría en Estadística Aplicada","2021","2021 - 2 - P11 - Turno Agosto 2021","Aprobado","5.0"
"Posgrado","Maestría en Estadística Aplicada","2021","2021 - 2 - P11 - Turno Octubre 2021","Aprobado","5.0"
"Posgrado","Maestría en Estadística Aplicada","2021","2021 - 2 - P11 - Turno Mayo 2021-Posgrado Ciencias Económicas","Aprobado","7.0"
"Posgrado","Maestría en Estadística Aplicada","2021","2021 - 2 - P11 - Turno Noviembre 2021","Aprobado","3.0"
"Posgrado","Maestría en Estadística Aplicada","2021","2021 - 2 - P11 - Turno Diciembre 2021","Aprobado","7.0"
"Posgrado","Maestría en Estadística Aplicada","2021","2021 - 2 - P11 - Turno Abril 2021","Ausente","1.0"
"Posgrado","Maestría en Estadística Aplicada","2021","2021 - 2 - P11 - Turno Marzo 2021","Ausente","2.0"
"Posgrado","Maestría en Estadística Aplicada","2021","2021 - 2 - P11 - Turno Junio 2021","Ausente","3.0"
"Posgrado","Maestría en Estadística Aplicada","2021","2021 - 2 - P11 - Turno Septiembre 2021 - Posgrado de Ciencias Económicas","Ausente","2.0"
"Posgrado","Maestría en Estadística Aplicada","2021","2021 - 2 - P11 - Turno Agosto 2021","Ausente","1.0"
"Posgrado","Maestría en Estadística Aplicada","2021","2021 - 2 - P11 - Turno Octubre 2021","Ausente","1.0"
"Posgrado","Maestría en Estadística Aplicada","2021","2021 - 2 - P11 - Turno Diciembre 2021","Ausente","5.0"
"Posgrado","Maestría en Estadística Aplicada","2021","2021 - 2 - P11 - Turno Agosto 2021","Reprobado","1.0"
"Posgrado","Maestría en Estadística Aplicada","2021","2021 - 2 - P11 - Turno Noviembre 2021","VACIO/NULO","2.0"
"Posgrado","Maestría en Estadística Aplicada","2021","2021 - 2 - P11 - Turno Diciembre 2021","VACIO/NULO","17.0"
"Posgrado","VOCACIONALES POSGRADO","2019","2019 - 2 - 2019","Aprobado","15.0"
"Posgrado","VOCACIONALES POSGRADO","2019","2019 - 2 - Turno Único 2019","Aprobado","1.0"
"Posgrado","VOCACIONALES POSGRADO","2020","2020 - 2 - Turno Único 2020","Aprobado","4.0"
"Posgrado","VOCACIONALES POSGRADO","2020","2020 - 2 - Turno Noviembre 2020","Aprobado","2.0"
"Posgrado","VOCACIONALES POSGRADO","2020","2020 - 2 - Turno Diciembre 2020-Posgrado-Facultad de Ciencias Económicas","Ausente","1.0"
"Posgrado","VOCACIONALES POSGRADO","2020","2020 - 2 - Turno Único 2020","Ausente","1.0"
"Posgrado","VOCACIONALES POSGRADO","2021","2021 - 2 - P11 - Turno Abril 2021","Aprobado","1.0"
"Posgrado","VOCACIONALES POSGRADO","2021","2021 - 2 - P11 - Turno Junio 2021","Aprobado","1.0"
"Posgrado","VOCACIONALES POSGRADO","2021","2021 - 2 - P11 - Turno Junio 2021","Ausente","1.0"
"Posgrado","VOCACIONALES POSGRADO","2021","2021 - 2 - P11 - Turno Diciembre 2021","VACIO/NULO","2.0"
"Pregrado","11-Bachiller Universitario en Ciencias Sociales","2019","2019 - 2 - Julio - Agosto","Aprobado","15.0"
"Pregrado","11-Bachiller Universitario en Ciencias Sociales","2019","2019 - 2 - 11 - Noviembre - Diciembre","Aprobado","3.0"
"Pregrado","11-Bachiller Universitario en Ciencias Sociales","2019","2019 - 2 - Julio - Agosto","Ausente","34.0"
"Pregrado","11-Bachiller Universitario en Ciencias Sociales","2019","2019 - 2 - 11 - Noviembre - Diciembre","Ausente","2.0"
"Pregrado","11-Bachiller Universitario en Ciencias Sociales","2019","2019 - 2 - Septiembre","Ausente","4.0"
"Pregrado","11-Bachiller Universitario en Ciencias Sociales","2019","2019 - 2 - 11 - Febrero - Marzo","Ausente","3.0"
"Pregrado","11-Bachiller Universitario en Ciencias Sociales","2019","2019 - 2 - Julio - Agosto","Reprobado","7.0"
"Pregrado","11-Bachiller Universitario en Ciencias Sociales","2019","2019 - 2 - 11 - Noviembre - Diciembre","Reprobado","2.0"
"Pregrado","11-Bachiller Universitario en Ciencias Sociales","2019","2019 - 2 - Septiembre","Reprobado","2.0"
"Pregrado","11-Bachiller Universitario en Ciencias Sociales","2019","2019 - 2 - 11 - Febrero - Marzo","Reprobado","2.0"
"Pregrado","11-Bachiller Universitario en Ciencias Sociales","2020","2020 - 2 - 11 - Febrero - Marzo","Aprobado","1.0"
"Pregrado","11-Bachiller Universitario en Ciencias Sociales","2020","2020 - 2 - 11- Julio - Agosto","Aprobado","2.0"
"Pregrado","11-Bachiller Universitario en Ciencias Sociales","2020","2020 - 2 - 11 - Noviembre - Diciembre","Aprobado","1.0"
"Pregrado","11-Bachiller Universitario en Ciencias Sociales","2020","2020 - 2 - 11 - Turno Especial de Mayo","Aprobado","2.0"
"Pregrado","11-Bachiller Universitario en Ciencias Sociales","2020","2020 - 2 - 11- Julio - Agosto","Ausente","4.0"
"Pregrado","11-Bachiller Universitario en Ciencias Sociales","2020","2020 - 2 - 11 - Turno Especial de Mayo","Ausente","3.0"
"Pregrado","11-Bachiller Universitario en Ciencias Sociales","2020","2020 - 2 - 11 - Turno Especial de Septiembre","Ausente","1.0"
"Pregrado","11-Bachiller Universitario en Ciencias Sociales","2020","2020 - 2 - 11 - Turno Especial de Mayo","Reprobado","1.0"
"Pregrado","Bachiller en Ciencias Económicas - Orientación en Contabilidad","2019","2019 - 2 - Julio - Agosto","Ausente","1.0"
"Pregrado","Tecnicatura en Gestión Universitaria - Modalidad a Distancia -","2019","2019 - 2 - Julio - Agosto","Aprobado","39.0"
"Pregrado","Tecnicatura en Gestión Universitaria - Modalidad a Distancia -","2019","2019 - 2 - 11 - Noviembre - Diciembre","Aprobado","56.0"
"Pregrado","Tecnicatura en Gestión Universitaria - Modalidad a Distancia -","2019","2019 - 2 - 11 - Febrero - Marzo","Aprobado","21.0"
"Pregrado","Tecnicatura en Gestión Universitaria - Modalidad a Distancia -","2019","2019 - 2 - Julio - Agosto","Ausente","22.0"
"Pregrado","Tecnicatura en Gestión Universitaria - Modalidad a Distancia -","2019","2019 - 2 - 11 - Noviembre - Diciembre","Ausente","14.0"
"Pregrado","Tecnicatura en Gestión Universitaria - Modalidad a Distancia -","2019","2019 - 2 - 11 - Febrero - Marzo","Ausente","10.0"
"Pregrado","Tecnicatura en Gestión Universitaria - Modalidad a Distancia -","2019","2019 - 2 - 11 - Noviembre - Diciembre","Reprobado","2.0"
"Pregrado","Tecnicatura en Gestión Universitaria - Modalidad a Distancia -","2020","2020 - 2 - 11 - Febrero - Marzo","Aprobado","7.0"
"Pregrado","Tecnicatura en Gestión Universitaria - Modalidad a Distancia -","2020","2020 - 2 - 11- Julio - Agosto","Aprobado","11.0"
"Pregrado","Tecnicatura en Gestión Universitaria - Modalidad a Distancia -","2020","2020 - 2 - 11 - Noviembre - Diciembre","Aprobado","9.0"
"Pregrado","Tecnicatura en Gestión Universitaria - Modalidad a Distancia -","2020","2020 - 2 - 11 - Febrero - Marzo","Ausente","6.0"
"Pregrado","Tecnicatura en Gestión Universitaria - Modalidad a Distancia -","2020","2020 - 2 - 11- Julio - Agosto","Ausente","2.0"
"Pregrado","Tecnicatura en Gestión Universitaria - Modalidad a Distancia -","2020","2020 - 2 - 11 - Noviembre - Diciembre","Ausente","11.0"
"Pregrado","Tecnicatura en Gestión Universitaria - Modalidad a Distancia -","2021","2021 - 2 - 11 - Julio - Agosto","Aprobado","4.0"
"Pregrado","Tecnicatura en Gestión Universitaria - Modalidad a Distancia -","2021","2021 - 2 - 11 - Noviembre Diciembre 2021","Aprobado","1.0"
"Pregrado","Tecnicatura en Gestión Universitaria - Modalidad a Distancia -","2021","2021 - 2 - 11 - Julio - Agosto","Ausente","1.0"
"Pregrado","Tecnicatura en Gestión Universitaria - Modalidad a Distancia -","2021","2021 - 2 - 11 - Noviembre Diciembre 2021","Ausente","2.0"
"Vocacional","11-ALUMNOS INTERNACIONALES","2019","2019 - 2 - Julio - Agosto","Aprobado","41.0"
"Vocacional","11-ALUMNOS INTERNACIONALES","2019","2019 - 2 - 11 - Noviembre - Diciembre","Aprobado","28.0"
"Vocacional","11-ALUMNOS INTERNACIONALES","2019","2019 - 2 - Mayo","Ausente","2.0"
"Vocacional","11-ALUMNOS INTERNACIONALES","2019","2019 - 2 - Julio - Agosto","Ausente","3.0"
"Vocacional","11-ALUMNOS INTERNACIONALES","2019","2019 - 2 - 11 - Noviembre - Diciembre","Ausente","7.0"
"Vocacional","11-ALUMNOS INTERNACIONALES","2019","2019 - 2 - Julio - Agosto","Reprobado","3.0"
"Vocacional","11-ALUMNOS INTERNACIONALES","2019","2019 - 2 - 11 - Noviembre - Diciembre","Reprobado","5.0"
"Vocacional","11-ALUMNOS INTERNACIONALES","2020","2020 - 2 - 11- Julio - Agosto","Aprobado","17.0"
"Vocacional","11-ALUMNOS INTERNACIONALES","2020","2020 - 2 - 11 - Noviembre - Diciembre","Aprobado","1.0"
"Vocacional","11-ALUMNOS INTERNACIONALES","2020","2020 - 2 - 11 - Turno Especial de Mayo","Aprobado","2.0"
"Vocacional","11-ALUMNOS INTERNACIONALES","2020","2020 - 2 - 11 - Turno Especial de Septiembre","Aprobado","1.0"
"Vocacional","11-ALUMNOS INTERNACIONALES","2020","2020 - 2 - 11- Julio - Agosto","Ausente","10.0"
"Vocacional","11-ALUMNOS INTERNACIONALES","2020","2020 - 2 - 11 - Turno Especial de Mayo","Ausente","1.0"
"Vocacional","11-ALUMNOS INTERNACIONALES","2020","2020 - 2 - 11- Julio - Agosto","Reprobado","3.0"
"Vocacional","11-ALUMNOS INTERNACIONALES","2020","2020 - 2 - 11 - Turno Especial de Septiembre","Reprobado","1.0"
"Vocacional","11-ALUMNOS INTERNACIONALES","2021","2021 - 2 - 11 - Julio - Agosto","Aprobado","2.0"
"Vocacional","11-VOCACIONALES","2019","2019 - 2 - Julio - Agosto","Aprobado","1.0"
"Vocacional","11-VOCACIONALES","2019","2019 - 2 - 11 - Noviembre - Diciembre","Aprobado","3.0"
"Vocacional","11-VOCACIONALES","2019","2019 - 2 - 11 - Noviembre - Diciembre","Ausente","1.0"
"Vocacional","11-VOCACIONALES","2019","2019 - 2 - Septiembre","Ausente","1.0"
"Vocacional","11-VOCACIONALES","2020","2020 - 2 - 11 - Noviembre - Diciembre","Aprobado","1.0"
"Vocacional","11-VOCACIONALES","2020","2020 - 2 - 11 - Febrero - Marzo","Ausente","1.0"
"Vocacional","11-VOCACIONALES","2020","2020 - 2 - 11 - Noviembre - Diciembre","Ausente","1.0"
